Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn
201101WW50135,51.466690,-0.178667,London,Urban,A,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-03-10 18:48:00,2011,4,3,10,4,0.783000,2,3,2,Crossroads,Mid Junction - on roundabout or on main road,Front,Journey as part of work,125,Petrol,Honda,Motorcycle,Overtaking,Fatal_Serious,19.000000
201301YR90715,51.597860,-0.119566,London,Urban,C,1,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-11-09 23:30:00,2013,3,11,9,6,0.979000,1,3,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1997,Heavy oil,Ford,Taxi,Overtaking,Fatal_Serious,23.000000
2014051400789,53.349125,-2.875273,North West England,Rural,A,4,40,Dual carriageway,Wet or damp,Fine,No,Darkness - lights,2014-12-26 07:35:00,2014,4,12,26,5,0.316000,1,1,5,Roundabout,Leaving roundabout,Offside,Other/Not known,1329,Petrol,Toyota,Car,Going ahead,Slight,8.000000
2012521202049,51.373954,-2.365993,South West England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-04-04 22:00:00,2012,1,4,4,3,0.917000,1,8,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1388,Petrol,Ford,Car,Moving off,Slight,22.000000
201401YE80767,51.612916,-0.121976,London,Urban,A,8,50,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2014-11-08 17:00:00,2014,3,11,8,6,0.708000,2,8,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1591,Petrol,Kia,Car,Going ahead,Slight,17.000000
201420M002904,52.427540,-1.527874,Wast Midlands,Urban,Unclassified,7,30,Dual carriageway,Wet or damp,Raining,No,Daylight,2014-02-11 08:05:00,2014,4,2,11,2,0.337000,2,3,6,T or staggered junction,Leaving main road,Nearside,Journey as part of work,2198,Heavy oil,Ford,Van,Turning left,Slight,8.000000
2012130300802,53.827568,-1.752324,Yorkshire and the Humber,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2012-07-12 13:30:00,2012,2,7,12,4,0.562000,2,2,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1998,Petrol,Honda,Car,Going ahead,Slight,13.000000
2010100085810,54.968700,-2.114931,North East England,Urban,B,9,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-02-15 21:28:00,2010,4,2,15,1,0.894000,1,5,1,Other junction,Approaching junction or waiting/parked at junction approach,Did not impact,Other/Not known,1560,Heavy oil,Peugeot,Car,Slowing or stopping,Fatal_Serious,21.000000
2014331401780,52.477349,-0.923809,East Midlands,Urban,A,10,30,Single carriageway,Dry,Fine,No,Daylight,2014-09-23 17:40:00,2014,3,9,23,2,0.736000,1,5,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,2401,Heavy oil,Volvo,Car,Slowing or stopping,Fatal_Serious,18.000000
201143R078061,51.382439,-0.774228,South East England,Rural,A,10,60,Roundabout,Dry,Fine,No,Daylight,2011-06-10 16:10:00,2011,1,6,10,5,0.674000,2,6,7,Roundabout,Entering roundabout,Offside,Other/Not known,1796,Petrol,Mercedes,Car,Turning left,Slight,16.000000
2014100650214,54.974528,-1.519833,North East England,Urban,B,8,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-11-05 13:15:00,2014,3,11,5,3,0.552000,1,6,9,Crossroads,Leaving main road,Front,Other/Not known,1598,Petrol,Vauxhall,Car,Turning right,Slight,13.000000
201442I345810,51.598938,0.460524,East England,Rural,Unclassified,4,40,Single carriageway,Dry,Fine,No,Daylight,2014-10-18 09:55:00,2014,3,10,18,6,0.413000,2,3,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2967,Heavy oil,Audi,Car,Going ahead,Slight,10.000000
2014520405397,50.946251,-2.624402,South West England,Urban,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2014-08-08 10:00:00,2014,2,8,8,5,0.417000,1,1,13,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,998,Petrol,Nissan,Car,Moving off,Slight,10.000000
201001ZD30868,51.376905,-0.108230,London,Urban,A,2,40,Dual carriageway,Dry,Fine,No,Darkness - lights,2010-10-21 18:09:00,2010,3,10,21,4,0.756000,2,1,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,49,Petrol,Peugeot,Motorcycle,Turning left,Slight,18.000000
2010471005860,50.828344,-0.579071,South East England,Rural,C,5,40,Single carriageway,Dry,Fine,No,Daylight,2010-09-05 13:12:00,2010,2,9,5,7,0.550000,1,2,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Commuting to/from work,125,Petrol,Honda,Motorcycle,Going ahead,Slight,13.000000
201304CL13070,53.725734,-2.638586,North West England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-05 14:00:00,2013,1,4,5,5,0.583000,1,8,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1396,Petrol,Kia,Car,Going ahead,Fatal_Serious,14.000000
2014300004966,52.892201,-1.498910,East Midlands,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-01-08 10:05:00,2014,4,1,8,3,0.420000,1,6,13,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1299,Petrol,Ford,Car,Going ahead,Fatal_Serious,10.000000
201443R183104,51.520691,-0.728331,South East England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-10-16 15:45:00,2014,3,10,16,4,0.656000,2,7,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1796,Heavy oil,Mercedes,Car,Parked,Slight,16.000000
201311SB12303,54.712169,-1.735524,North East England,Rural,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-06-10 08:44:00,2013,1,6,10,1,0.364000,2,5,14,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1796,Heavy oil,Ford,Car,Reversing,Fatal_Serious,9.000000
2013160D00381,53.772354,-0.270093,Yorkshire and the Humber,Urban,A,1,40,Dual carriageway,Dry,Fine,No,Daylight,2013-01-10 15:45:00,2013,4,1,10,4,0.656000,2,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,2143,Heavy oil,Mercedes,Van,Changing lane,Slight,16.000000
2013170S12373,54.587416,-1.310029,North East England,Urban,B,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-09-02 14:35:00,2013,2,9,2,1,0.608000,2,2,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1390,Petrol,Seat,Car,Going ahead,Slight,15.000000
20114100D0882,51.698779,-0.531133,East England,Rural,C,8,30,Single carriageway,Wet or damp,Fine,No,Daylight,2011-12-10 14:11:00,2011,3,12,10,6,0.591000,2,5,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1991,Heavy oil,Kia,Car,Overtaking,Slight,14.000000
201404FG14029,53.834622,-2.205833,North West England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-18 09:30:00,2014,1,5,18,7,0.396000,2,2,12,Crossroads,Mid Junction - on roundabout or on main road,Did not impact,Other/Not known,1870,Heavy oil,Renault,Van,Going ahead,Fatal_Serious,10.000000
201001ZD30159,51.376118,-0.060126,London,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2010-03-07 13:14:00,2010,4,3,7,7,0.551000,2,3,5,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,2688,Heavy oil,Mercedes,Car,Going ahead,Slight,13.000000
2014450012883,51.315592,-0.559477,South East England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Daylight,2014-01-31 12:10:00,2014,4,1,31,5,0.507000,1,8,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1598,Petrol,Renault,Car,Turning left,Slight,12.000000
2013471303805,50.820520,-0.144836,South East England,Urban,A,5,30,Dual carriageway,Dry,Fine,No,Daylight,2013-07-23 16:47:00,2013,2,7,23,2,0.699000,1,5,13,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,2946,Petrol,Renault,Car,Going ahead,Slight,17.000000
2013440113731,50.858944,-1.177361,South East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-03-28 20:55:00,2013,1,3,28,4,0.872000,4,2,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,998,Petrol,Toyota,Car,Overtaking,Slight,21.000000
201201SX20123,51.630595,-0.182512,London,Urban,A,8,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2012-02-18 19:59:00,2012,4,2,18,6,0.833000,2,3,7,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1598,Petrol,Other,Car,Going ahead,Slight,20.000000
201350AH2S012,50.192675,-5.123914,South West England,Rural,A,7,60,Single carriageway,Wet or damp,Fine,No,Daylight,2013-10-28 09:00:00,2013,3,10,28,1,0.375000,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,2148,Heavy oil,Mercedes,Van,Going ahead,Fatal_Serious,9.000000
201243W085112,51.403954,-1.318674,South East England,Urban,A,7,40,Dual carriageway,Dry,Fine,No,Darkness - lights,2012-11-13 17:06:00,2012,3,11,13,2,0.713000,3,7,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2099,Petrol,Other,Car,Going ahead,Slight,17.000000
20134100C0222,51.656879,-0.393988,East England,Urban,Unclassified,6,30,Single carriageway,Wet or damp,Other,No,Darkness - lights,2013-03-07 18:36:00,2013,4,3,7,4,0.775000,1,3,13,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1796,Petrol,Vauxhall,Car,Going ahead,Slight,19.000000
201301WW50863,51.432645,-0.163764,London,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-11-21 13:40:00,2013,3,11,21,4,0.569000,2,6,3,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1248,Petrol,Hyundai,Car,Turning left,Slight,14.000000
201120S043371,52.417689,-1.968060,Wast Midlands,Urban,Unclassified,2,30,One way street,Wet or damp,Fine,No,Daylight,2011-06-17 14:40:00,2011,1,6,17,5,0.611000,2,1,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Pupil riding to/from school,49,Petrol,Other,Motorcycle,Going ahead,Slight,15.000000
201045RE52319,51.226704,-0.180854,South East England,Rural,C,10,30,Single carriageway,Wet or damp,Fine,No,Daylight,2010-07-11 09:10:00,2010,2,7,11,7,0.382000,2,2,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1997,Petrol,Citroen,Car,Going ahead,Slight,9.000000
2014300008331,52.906640,-1.431239,East Midlands,Urban,A,3,50,Dual carriageway,Dry,Fine,No,Daylight,2014-07-25 07:20:00,2014,2,7,25,5,0.306000,2,2,10,Private drive or entrance,Leaving main road,Nearside,Journey as part of work,1595,Petrol,Audi,Car,Turning left,Slight,7.000000
201443S069104,52.053394,-0.815163,South East England,Rural,C,7,60,Single carriageway,Wet or damp,Raining,Yes,Daylight,2014-10-13 11:10:00,2014,3,10,13,1,0.465000,3,3,13,T or staggered junction,Mid Junction - on roundabout or on main road,Did not impact,Other/Not known,1598,Petrol,Mini,Car,Turning right,Fatal_Serious,11.000000
201301WW50804,51.456880,-0.189710,London,Urban,C,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-11-05 17:20:00,2013,3,11,5,2,0.722000,2,5,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,2231,Heavy oil,Toyota,Car,Going ahead,Slight,17.000000
2011551D04376,50.727088,-2.940456,South West England,Rural,B,4,30,Single carriageway,Dry,Fine,No,Daylight,2011-01-30 12:25:00,2011,4,1,30,7,0.517000,3,5,16,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Journey as part of work,998,Petrol,Nissan,Car,Slowing or stopping,Slight,12.000000
2011130163033,53.601911,-1.290165,Yorkshire and the Humber,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-08 08:50:00,2011,1,4,8,5,0.368000,2,4,4,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Front,Taking pupil to/from school,1910,Heavy oil,Fiat,Car,Going ahead,Slight,9.000000
201014A191210,53.549207,-1.086985,Yorkshire and the Humber,Urban,C,5,40,Single carriageway,Wet or damp,Other,No,Darkness - lights,2010-11-21 23:15:00,2010,3,11,21,7,0.969000,2,3,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1581,Petrol,Fiat,Car,Going ahead,Slight,23.000000
201304BB13156,54.128826,-2.767500,North West England,Rural,A,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-12-09 09:53:00,2013,3,12,9,1,0.412000,2,2,15,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1781,Petrol,Audi,Car,Going ahead,Slight,10.000000
201414A105114,53.530759,-1.126261,Yorkshire and the Humber,Urban,A,4,40,Dual carriageway,Dry,Fine,No,Daylight,2014-07-26 12:20:00,2014,2,7,26,6,0.514000,2,4,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1598,Heavy oil,Volkswagen,Car,Going ahead,Slight,12.000000
2010231096767,52.507920,-1.731666,Wast Midlands,Rural,Motorway,8,70,Dual carriageway,Frost or ice,Other,No,Darkness - lights,2010-12-22 19:20:00,2010,4,12,22,3,0.806000,1,1,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1390,Petrol,Renault,Car,Going ahead,Slight,19.000000
20103104C0587,52.971752,-1.201654,East Midlands,Urban,B,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-03-21 01:28:00,2010,1,3,21,7,0.061000,2,4,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1968,Heavy oil,Volkswagen,Taxi,Going ahead,Fatal_Serious,1.000000
2013331300610,52.718997,-1.339449,East Midlands,Urban,Unclassified,4,30,Single carriageway,Wet or damp,Fog or mist,No,Daylight,2013-04-22 19:10:00,2013,1,4,22,1,0.799000,2,4,1,T or staggered junction,Leaving main road,Front,Journey as part of work,998,Petrol,Peugeot,Car,Turning right,Slight,19.000000
201201CP00391,51.513299,-0.084425,London,Urban,C,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-12-20 20:10:00,2012,3,12,20,4,0.840000,2,6,2,Crossroads,Approaching junction or waiting/parked at junction approach,Offside,Journey as part of work,2499,Heavy oil,Other,Taxi,U-turn,Slight,20.000000
201142I018501,51.576411,0.329131,East England,Rural,A,3,70,Dual carriageway,Wet or damp,Fine,No,Daylight,2011-01-21 08:03:00,2011,4,1,21,5,0.335000,5,1,17,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Commuting to/from work,1391,Petrol,Ford,Car,Slowing or stopping,Fatal_Serious,8.000000
201234NK13832,52.407254,-0.646932,East Midlands,Rural,C,9,60,Single carriageway,Dry,Fine,No,Daylight,2012-05-27 16:55:00,2012,1,5,27,7,0.705000,2,3,11,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1299,Petrol,Ford,Car,Going ahead,Fatal_Serious,17.000000
2013030001666,54.561411,-2.687670,North West England,Rural,A,7,60,Single carriageway,Dry,Fine,No,Daylight,2013-07-28 16:20:00,2013,2,7,28,7,0.681000,2,2,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1753,Heavy oil,Ford,Car,Turning right,Fatal_Serious,16.000000
2012440103333,50.871320,-1.030189,South East England,Urban,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2012-03-14 15:20:00,2012,4,3,14,3,0.639000,2,2,15,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1124,Petrol,Peugeot,Car,Going ahead,Slight,15.000000
2011211005492,52.628976,-2.197057,Wast Midlands,Urban,C,9,30,Single carriageway,Dry,Fine,No,Daylight,2011-09-30 11:39:00,2011,3,9,30,5,0.485000,3,5,12,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1149,Petrol,Renault,Car,Slowing or stopping,Slight,12.000000
201154MB00811,51.522989,-1.669029,South West England,Rural,Motorway,10,70,Dual carriageway,Dry,Fine,No,Daylight,2011-03-22 09:18:00,2011,1,3,22,2,0.388000,2,3,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1753,Heavy oil,Ford,Car,Slowing or stopping,Slight,9.000000
2013100225013,55.019805,-1.652783,North East England,Rural,C,9,60,Roundabout,Dry,Raining,No,Daylight,2013-05-09 07:00:00,2013,1,5,9,4,0.292000,2,4,12,Roundabout,Mid Junction - on roundabout or on main road,Offside,Commuting to/from work,2496,Heavy oil,Audi,Car,Going ahead,Slight,7.000000
2014440446790,50.930239,-1.473182,South East England,Urban,Motorway,9,70,Dual carriageway,Dry,Fine,No,Darkness - no lights,2014-12-15 17:28:00,2014,3,12,15,1,0.728000,3,5,2,Slip road,Mid Junction - on roundabout or on main road,Back,Other/Not known,1984,Petrol,Audi,Car,Waiting to go,Slight,17.000000
201101JI40155,51.560760,0.060113,London,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2011-03-11 15:52:00,2011,4,3,11,5,0.661000,2,2,5,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1596,Petrol,Ford,Car,Going ahead,Slight,16.000000
201301EK40200,51.544075,-0.141542,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-14 14:52:00,2013,1,4,14,7,0.619000,2,5,18,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1493,Petrol,Honda,Car,U-turn,Fatal_Serious,15.000000
201101RG40013,51.459282,0.026172,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2011-02-01 06:50:00,2011,4,2,1,2,0.285000,2,4,8,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,499,Petrol,Yamaha,Motorcycle,Going ahead,Slight,7.000000
2012350545212,52.116614,0.053369,East England,Rural,A,10,50,Single carriageway,Wet or damp,Raining,No,Daylight,2012-11-24 14:10:00,2012,3,11,24,6,0.590000,2,4,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1390,Petrol,Volkswagen,Car,Slowing or stopping,Slight,14.000000
201406M081982,53.405193,-2.351422,North West England,Urban,C,7,30,Single carriageway,Wet or damp,Raining,Yes,Daylight,2014-01-25 13:45:00,2014,4,1,25,6,0.573000,2,3,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1995,Heavy oil,BMW,Car,Going ahead,Slight,14.000000
2011211001688,53.048254,-2.244164,Wast Midlands,Urban,A,6,60,Dual carriageway,Dry,Fine,No,Daylight,2011-03-23 13:22:00,2011,1,3,23,3,0.557000,2,3,4,Roundabout,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1997,Heavy oil,Ford,Car,Going ahead,Slight,13.000000
201301EO40681,51.530854,-0.102143,London,Urban,A,2,30,Single carriageway,Wet or damp,Raining,Yes,Darkness - lights,2013-10-27 00:28:00,2013,3,10,27,7,0.019000,2,5,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Did not impact,Other/Not known,2499,Heavy oil,Other,Taxi,Going ahead,Slight,0.000000
201405BB04298,53.476397,-2.980063,North West England,Urban,A,2,40,Dual carriageway,Wet or damp,Raining,No,Darkness - lights,2014-08-31 00:10:00,2014,2,8,31,7,0.007000,2,5,10,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,2402,Heavy oil,Other,Taxi,Going ahead,Slight,0.000000
201322D301847,52.382397,-2.277204,Wast Midlands,Urban,A,9,30,Single carriageway,Dry,Fine,No,Daylight,2013-05-24 17:49:00,2013,1,5,24,5,0.742000,2,8,15,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,796,Petrol,Other,Car,Waiting to go,Slight,18.000000
201001MM70708,51.480283,-0.061757,London,Urban,C,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-06-21 10:00:00,2010,2,6,21,1,0.417000,2,3,11,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1598,Petrol,Vauxhall,Car,Going ahead,Slight,10.000000
2010471002664,50.823590,-0.144459,South East England,Urban,B,5,30,Single carriageway,Dry,Fine,No,Daylight,2010-04-24 15:16:00,2010,1,4,24,6,0.636000,1,6,6,Crossroads,Cleared junction or waiting/parked at junction exit,Offside,Journey as part of work,1997,Heavy oil,Peugeot,Taxi,Going ahead,Fatal_Serious,15.000000
2011520106012,51.166782,-2.979693,South West England,Rural,A,5,60,Roundabout,Wet or damp,Fine,No,Daylight,2011-09-27 08:20:00,2011,3,9,27,2,0.347000,2,4,7,Roundabout,Entering roundabout,Front,Other/Not known,1896,Heavy oil,Skoda,Car,Slowing or stopping,Slight,8.000000
2011440268506,50.952469,-1.404025,South East England,Urban,A,8,50,Dual carriageway,Dry,Fine,No,Daylight,2011-06-28 07:56:00,2011,2,6,28,2,0.331000,2,4,5,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,2979,Petrol,BMW,Car,Going ahead,Slight,8.000000
201301ZD30800,51.379922,-0.067151,London,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-10-12 20:40:00,2013,3,10,12,6,0.861000,2,7,10,Crossroads,Leaving main road,Nearside,Other/Not known,1995,Heavy oil,Vauxhall,Car,Turning right,Slight,21.000000
2014170L20284,54.553858,-1.154322,North East England,Urban,C,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-02-19 10:00:00,2014,4,2,19,3,0.417000,2,1,3,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1248,Petrol,Hyundai,Car,Going ahead,Slight,10.000000
2013460232918,51.402261,0.480015,South East England,Urban,A,9,30,Dual carriageway,Dry,Fine,No,Daylight,2013-09-23 10:00:00,2013,3,9,23,1,0.417000,2,8,3,Private drive or entrance,Mid Junction - on roundabout or on main road,Offside,Other/Not known,999,Petrol,Kia,Car,Turning left,Slight,10.000000
2011551C01926,50.752317,-1.885145,South West England,Urban,A,9,30,One way street,Wet or damp,Raining,No,Daylight,2011-01-14 09:19:00,2011,4,1,14,5,0.388000,1,5,12,More than 4 arms (not roundabout),Mid Junction - on roundabout or on main road,Front,Journey as part of work,3200,Petrol,BMW,Car,Going ahead,Fatal_Serious,9.000000
201401HT21134,51.512873,-0.042215,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-11-13 06:00:00,2014,3,11,13,4,0.250000,2,5,9,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1995,Heavy oil,BMW,Car,Parked,Slight,6.000000
201106A041991,53.502564,-2.184260,North West England,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2011-01-28 14:32:00,2011,4,1,28,5,0.606000,1,4,6,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,2477,Heavy oil,Other,Car,Turning right,Slight,15.000000
201205EE01184,53.421023,-2.947820,North West England,Urban,B,5,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-01-15 22:50:00,2012,4,1,15,7,0.951000,2,6,13,More than 4 arms (not roundabout),Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1762,Petrol,Toyota,Car,Slowing or stopping,Slight,23.000000
201206A062862,53.490391,-2.186227,North West England,Urban,C,1,30,Single carriageway,Dry,Fine,No,Daylight,2012-08-02 17:40:00,2012,2,8,2,4,0.736000,2,7,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1995,Heavy oil,Vauxhall,Car,Going ahead,Fatal_Serious,18.000000
2012331205290,52.644700,-1.125224,East Midlands,Urban,A,1,30,Roundabout,Wet or damp,Raining,No,Daylight,2012-06-03 18:30:00,2012,1,6,3,7,0.771000,2,6,10,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1997,Heavy oil,Peugeot,Car,Going ahead,Slight,19.000000
2010460190402,51.329494,0.518291,South East England,Rural,A,7,60,Single carriageway,Dry,Fine,No,Daylight,2010-08-20 16:20:00,2010,2,8,20,5,0.681000,2,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1998,Petrol,Honda,Car,Going ahead,Slight,16.000000
2014100484214,55.050163,-1.456726,North East England,Urban,C,3,30,Single carriageway,Dry,Fine,No,Daylight,2014-08-20 18:20:00,2014,2,8,20,3,0.764000,2,1,6,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Commuting to/from work,124,Petrol,Other,Motorcycle,Overtaking,Slight,18.000000
2012070358045,53.407297,-2.539247,North West England,Urban,Unclassified,1,30,Single carriageway,Frost or ice,Other,No,Darkness - lights,2012-12-15 05:20:00,2012,3,12,15,6,0.222000,2,3,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Commuting to/from work,1840,Petrol,Mazda,Car,Going ahead,Slight,5.000000
201442I269308,51.478412,0.354753,East England,Rural,A,5,50,Single carriageway,Dry,Fine,No,Daylight,2014-08-18 14:37:00,2014,2,8,18,1,0.609000,2,2,12,T or staggered junction,Entering main road,Offside,Taking pupil to/from school,1587,Petrol,Peugeot,Car,Turning right,Fatal_Serious,15.000000
2010460186528,51.301700,0.336283,South East England,Rural,A,5,30,Roundabout,Dry,Fine,No,Daylight,2010-05-16 09:30:00,2010,1,5,16,7,0.396000,2,1,6,Roundabout,Leaving roundabout,Front,Journey as part of work,1868,Heavy oil,Citroen,Car,Going ahead,Slight,10.000000
2013030001681,54.157220,-3.177888,North West England,Rural,Unclassified,4,20,Single carriageway,Dry,Fine,No,Daylight,2013-08-05 15:00:00,2013,2,8,5,1,0.625000,2,2,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Did not impact,Other/Not known,1997,Heavy oil,Citroen,Car,Waiting to go,Slight,15.000000
2014131440114,53.723240,-2.111675,Yorkshire and the Humber,Urban,A,4,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2014-04-04 03:23:00,2014,1,4,4,5,0.141000,1,1,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1124,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,3.000000
2013213005961,52.590179,-1.784275,Wast Midlands,Rural,A,1,30,Roundabout,Dry,Fine,No,Daylight,2013-11-07 07:50:00,2013,3,11,7,4,0.326000,2,4,9,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1598,Petrol,Vauxhall,Car,Going ahead,Slight,8.000000
2013450008306,51.379536,-0.417855,South East England,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-07 09:55:00,2013,2,8,7,3,0.413000,3,4,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1948,Petrol,Volvo,Car,Overtaking,Slight,10.000000
