Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn
2014360086384,52.668349,1.321190,East England,Rural,B,5,50,Single carriageway,Dry,Fine,No,Darkness - no lights,2014-12-13 21:40:00,2014,3,12,13,6,0.903000,1,7,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Going ahead,Slight,22.000000
201206J065919,53.376302,-2.189066,North West England,Urban,A,9,30,Single carriageway,Dry,Fine,No,Daylight,2012-10-26 10:20:00,2012,3,10,26,5,0.431000,1,7,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1598,Petrol,Nissan,Car,Moving off,Fatal_Serious,10.000000
201301WW50333,51.429626,-0.166187,London,Urban,A,3,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-05-30 18:32:00,2013,1,5,30,4,0.772000,2,4,1,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Commuting to/from work,1997,Heavy oil,Ford,Car,Turning right,Slight,19.000000
2011440486995,50.855942,-1.139011,South East England,Rural,Motorway,10,70,Dual carriageway,Dry,Fine,No,Daylight,2011-11-17 15:23:00,2011,3,11,17,4,0.641000,1,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1896,Heavy oil,Seat,Car,Going ahead,Fatal_Serious,15.000000
201291NP04638,56.888367,-4.751735,Scotland,Rural,A,6,60,Single carriageway,Dry,Fine,No,Daylight,2012-05-01 18:25:00,2012,1,5,1,2,0.767000,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,2148,Heavy oil,Mercedes,Van,Going ahead,Fatal_Serious,18.000000
2014030000068,54.894490,-2.915833,North West England,Urban,A,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-01-09 15:25:00,2014,4,1,9,4,0.642000,3,3,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1332,Petrol,Other,Car,Going ahead,Slight,15.000000
2013130428111,53.810514,-1.569683,Yorkshire and the Humber,Urban,Unclassified,3,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-10-17 08:15:00,2013,3,10,17,4,0.344000,2,4,10,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Taking pupil to/from school,1339,Petrol,Honda,Car,Waiting to go,Slight,8.000000
2014450020626,51.429521,-0.509461,South East England,Urban,B,5,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-12-19 20:38:00,2014,3,12,19,5,0.860000,2,4,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Journey as part of work,1968,Heavy oil,Audi,Car,Parked,Fatal_Serious,21.000000
2014471402383,50.913466,-0.215630,South East England,Rural,A,8,60,Single carriageway,Dry,Fine,No,Daylight,2014-05-02 14:44:00,2014,1,5,2,5,0.614000,2,3,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2993,Heavy oil,Land Rover,Car,Going ahead,Slight,15.000000
201201CW10555,51.509688,-0.128098,London,Urban,A,3,30,Single carriageway,Wet or damp,Fine,No,Daylight,2012-05-10 18:05:00,2012,1,5,10,4,0.753000,2,4,1,T or staggered junction,Entering from slip road,Front,Other/Not known,2987,Heavy oil,Mercedes,Taxi,Going ahead,Slight,18.000000
201250CT2F006,50.954449,-4.186815,South West England,Rural,Unclassified,5,60,Single carriageway,Dry,Fine,No,Daylight,2012-11-16 11:00:00,2012,3,11,16,5,0.458000,1,4,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1951,Heavy oil,Land Rover,Car,Going ahead,Slight,11.000000
2011331106043,52.643417,-1.121924,East Midlands,Urban,C,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-10-26 11:22:00,2011,3,10,26,3,0.474000,1,4,10,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1800,Petrol,Other,Car,Going ahead,Slight,11.000000
201001WW50186,51.419825,-0.137813,London,Urban,C,4,30,Single carriageway,Dry,Fine,No,Daylight,2010-01-24 13:20:00,2010,4,1,24,7,0.556000,2,7,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1560,Heavy oil,Ford,Car,Parked,Fatal_Serious,13.000000
201454A337014,51.591179,-1.774143,South West England,Urban,A,2,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-11-18 08:40:00,2014,3,11,18,2,0.361000,2,6,11,Private drive or entrance,Leaving main road,Nearside,Taking pupil to/from school,1398,Heavy oil,Citroen,Car,Turning right,Fatal_Serious,9.000000
2011331105196,52.571143,-1.329205,East Midlands,Urban,C,4,30,Single carriageway,Dry,Fine,No,Daylight,2011-09-18 12:53:00,2011,2,9,18,7,0.537000,3,1,12,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1299,Petrol,Ford,Car,Waiting to go,Slight,13.000000
201304DL13110,53.771465,-2.712216,North West England,Urban,Unclassified,1,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-12-15 22:51:00,2013,3,12,15,7,0.952000,2,5,15,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Going ahead,Slight,23.000000
2011440539308,51.275578,-1.097212,South East England,Urban,Unclassified,8,30,Single carriageway,Dry,Fine,No,Daylight,2011-12-26 14:54:00,2011,4,12,26,1,0.621000,2,5,6,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,2720,Heavy oil,Other,Car,Going ahead,Slight,15.000000
2010100109310,55.007750,-1.445682,North East England,Urban,A,1,30,Single carriageway,Wet or damp,Raining,No,Daylight,2010-02-26 10:30:00,2010,4,2,26,5,0.438000,1,7,8,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1998,Petrol,Renault,Car,Going ahead,Slight,11.000000
2010070149839,53.098399,-2.484150,North West England,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2010-05-27 08:56:00,2010,1,5,27,4,0.372000,2,4,3,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,1753,Heavy oil,Ford,Van,Turning right,Slight,9.000000
201011ND16100,54.778527,-1.561849,North East England,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2010-07-02 15:58:00,2010,2,7,2,5,0.665000,2,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,2198,Heavy oil,Ford,Van,Overtaking,Slight,16.000000
201004BC10092,53.874658,-3.006265,North West England,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2010-05-13 18:40:00,2010,1,5,13,4,0.778000,2,6,1,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1248,Heavy oil,Vauxhall,Car,Going ahead,Slight,19.000000
2014100724214,54.995495,-1.616260,North East England,Urban,A,1,50,Roundabout,Wet or damp,Raining,No,Darkness - lights,2014-11-27 19:05:00,2014,3,11,27,4,0.795000,2,7,1,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1586,Petrol,Suzuki,Car,Going ahead,Slight,19.000000
2013160B03991,53.539967,-0.521588,Yorkshire and the Humber,Rural,Unclassified,6,60,Single carriageway,Dry,Fine,No,Daylight,2013-11-13 14:54:00,2013,3,11,13,3,0.621000,2,8,10,T or staggered junction,Entering main road,Back,Other/Not known,1794,Petrol,Toyota,Car,Turning left,Slight,15.000000
2010350199810,52.227034,-0.130429,East England,Rural,A,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2010-01-27 16:05:00,2010,4,1,27,3,0.670000,3,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1560,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,16.000000
2011160B02211,53.480559,-0.552739,Yorkshire and the Humber,Rural,A,7,60,Single carriageway,Dry,Fine,No,Daylight,2011-06-10 10:50:00,2011,1,6,10,5,0.451000,2,3,13,T or staggered junction,Entering main road,Offside,Other/Not known,1195,Petrol,Vauxhall,Car,Turning right,Slight,11.000000
2010070072499,53.261093,-2.508173,North West England,Urban,Unclassified,8,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-03-14 20:11:00,2010,4,3,14,7,0.841000,1,1,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,49,Petrol,Other,Motorcycle,Slowing or stopping,Fatal_Serious,20.000000
201401XH30568,51.507788,-0.461200,London,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-09-15 18:50:00,2014,2,9,15,1,0.785000,1,2,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1896,Heavy oil,Audi,Car,Waiting to go,Slight,19.000000
2010521004683,51.476664,-2.490259,South West England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2010-05-24 17:00:00,2010,1,5,24,1,0.708000,2,4,1,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1997,Heavy oil,Ford,Taxi,Slowing or stopping,Slight,17.000000
201101KG70251,51.540160,0.150614,London,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-07-03 20:10:00,2011,2,7,3,7,0.840000,2,2,12,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1600,Petrol,Volkswagen,Car,Going ahead,Fatal_Serious,20.000000
201304CA13014,53.684580,-2.639568,North West England,Urban,A,9,40,Single carriageway,Dry,Fine,No,Darkness - lights,2013-01-16 16:45:00,2013,4,1,16,3,0.698000,2,4,16,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Commuting to/from work,124,Petrol,Other,Motorcycle,Going ahead,Slight,17.000000
2013460235101,51.458884,0.231294,South East England,Rural,A,3,70,Roundabout,Wet or damp,Fine,No,Darkness - lights,2013-12-01 20:10:00,2013,3,12,1,7,0.840000,1,4,11,Roundabout,Leaving roundabout,Offside,Other/Not known,1896,Heavy oil,Seat,Car,Going ahead,Slight,20.000000
201306N071115,53.587952,-2.318870,North West England,Urban,Unclassified,8,30,Single carriageway,Dry,Fine,No,Daylight,2013-03-06 17:21:00,2013,4,3,6,3,0.723000,1,5,1,T or staggered junction,Cleared junction or waiting/parked at junction exit,Nearside,Other/Not known,1120,Heavy oil,Kia,Car,Going ahead,Slight,17.000000
201320W020383,52.480306,-1.892037,Wast Midlands,Urban,B,4,30,Dual carriageway,Wet or damp,Fine,No,Daylight,2013-04-27 16:40:00,2013,1,4,27,6,0.694000,2,6,2,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,2993,Heavy oil,Other,Car,Going ahead,Slight,17.000000
201201TX20617,51.478475,-0.323649,London,Urban,A,5,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2012-10-11 19:18:00,2012,3,10,11,4,0.804000,2,4,7,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,2902,Heavy oil,Kia,Car,Reversing,Slight,19.000000
201220N010372,52.524479,-1.840341,Wast Midlands,Urban,A,1,30,Dual carriageway,Wet or damp,Raining,No,Daylight,2012-02-13 15:00:00,2012,4,2,13,1,0.625000,2,6,17,T or staggered junction,Entering main road,Offside,Other/Not known,1952,Heavy oil,Nissan,Car,Moving off,Slight,15.000000
201432L082914,53.341796,-0.396552,East Midlands,Rural,A,1,60,Single carriageway,Dry,Fine,No,Daylight,2014-03-03 18:00:00,2014,4,3,3,1,0.750000,1,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,124,Petrol,Suzuki,Motorcycle,Going ahead,Slight,18.000000
201206F060783,53.510965,-2.338106,North West England,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-05 11:45:00,2012,1,5,5,6,0.490000,2,5,21,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,738,Petrol,Other,Motorcycle,Going ahead,Slight,12.000000
2013140003538,53.524715,-1.124545,Yorkshire and the Humber,Urban,Unclassified,5,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-02-09 22:05:00,2013,4,2,9,6,0.920000,2,2,8,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1248,Heavy oil,Vauxhall,Car,Going ahead,Slight,22.000000
2014214005190,52.637043,-2.045496,Wast Midlands,Rural,A,7,30,Roundabout,Wet or damp,Fine,No,Darkness - lights,2014-10-06 22:42:00,2014,3,10,6,1,0.946000,2,4,1,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1968,Heavy oil,Skoda,Car,Turning right,Slight,23.000000
201022D002095,52.436048,-2.320787,Wast Midlands,Rural,A,3,60,Single carriageway,Dry,Fine,No,Daylight,2010-04-23 17:20:00,2010,1,4,23,5,0.722000,2,3,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1905,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,17.000000
201201YE80701,51.628054,-0.041304,London,Urban,A,5,40,Single carriageway,Dry,Fine,No,Daylight,2012-10-31 11:50:00,2012,3,10,31,3,0.493000,4,5,2,T or staggered junction,Cleared junction or waiting/parked at junction exit,Back,Other/Not known,1596,Petrol,Ford,Car,Moving off,Fatal_Serious,12.000000
2014214002469,53.039063,-2.228467,Wast Midlands,Urban,C,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-03 17:17:00,2014,1,5,3,6,0.720000,2,4,21,Crossroads,Entering main road,Nearside,Other/Not known,1587,Petrol,Toyota,Car,Going ahead,Fatal_Serious,17.000000
201101LX50484,51.453857,-0.145928,London,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-07-10 17:05:00,2011,2,7,10,7,0.712000,2,4,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1396,Petrol,Honda,Car,Moving off,Slight,17.000000
201301FH10208,51.476088,-0.204934,London,Urban,A,8,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-05-08 20:15:00,2013,1,5,8,3,0.844000,1,5,2,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1591,Petrol,Kia,Car,Going ahead,Slight,20.000000
201145GU63665,51.243141,-0.538675,South East England,Urban,A,3,40,Single carriageway,Wet or damp,Raining,No,Daylight,2011-08-25 11:43:00,2011,2,8,25,4,0.488000,2,2,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Journey as part of work,1998,Heavy oil,Ford,Van,Turning right,Slight,12.000000
201201WW50415,51.444339,-0.234240,London,Urban,A,10,40,Dual carriageway,Dry,Fine,Yes,Daylight,2012-06-08 14:15:00,2012,1,6,8,5,0.594000,2,4,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1998,Heavy oil,Ford,Van,Going ahead,Slight,14.000000
201437EA81351,52.344382,0.515404,East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-06-21 18:28:00,2014,2,6,21,6,0.769000,2,3,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1398,Heavy oil,Peugeot,Car,Overtaking,Fatal_Serious,18.000000
201104EA11203,53.759329,-2.465630,North West England,Urban,Unclassified,1,30,Single carriageway,Wet or damp,Fine,No,Daylight,2011-09-07 07:50:00,2011,2,9,7,3,0.326000,2,4,2,T or staggered junction,Cleared junction or waiting/parked at junction exit,Nearside,Other/Not known,2179,Heavy oil,Land Rover,Car,Overtaking,Slight,8.000000
2012460216754,51.388167,1.387209,South East England,Urban,C,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-07-21 19:30:00,2012,2,7,21,6,0.812000,2,6,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,2967,Petrol,Other,Car,Waiting to go,Slight,19.000000
2014404CA1040,51.854116,-0.424917,East England,Rural,Motorway,3,70,Roundabout,Wet or damp,Raining,No,Daylight,2014-08-25 16:25:00,2014,2,8,25,1,0.684000,3,3,5,Roundabout,Leaving roundabout,Front,Other/Not known,1995,Petrol,BMW,Car,Slowing or stopping,Slight,16.000000
201301TW60285,51.445233,-0.332062,London,Urban,Unclassified,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-08-16 09:28:00,2013,2,8,16,5,0.394000,1,5,9,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Journey as part of work,1588,Petrol,Rover,Car,Turning left,Slight,9.000000
201342I362811,51.561357,0.486399,East England,Urban,B,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-11-07 16:20:00,2013,3,11,7,4,0.681000,2,5,15,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1242,Petrol,Ford,Car,Going ahead,Slight,16.000000
201004BA10001,54.053507,-2.792446,North West England,Urban,Unclassified,1,30,Single carriageway,Snow,Snowing,No,Darkness - lights,2010-01-04 19:09:00,2010,4,1,4,1,0.798000,2,4,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1242,Petrol,Fiat,Car,Going ahead,Slight,19.000000
201337EA73850,51.974732,1.151916,East England,Rural,B,7,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-08-22 02:15:00,2013,2,8,22,4,0.094000,2,1,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1124,Petrol,Peugeot,Car,Going ahead,Slight,2.000000
2013100211513,54.973898,-1.618403,North East England,Urban,B,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-04-23 21:12:00,2013,1,4,23,2,0.883000,1,1,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1796,Petrol,Other,Car,Going ahead,Slight,21.000000
2011070269588,53.342673,-2.739401,North West England,Urban,A,5,40,Single carriageway,Dry,Fine,No,Daylight,2011-09-22 14:45:00,2011,3,9,22,4,0.615000,2,3,4,Slip road,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1995,Heavy oil,BMW,Car,Waiting to go,Slight,15.000000
201001WW50340,51.461661,-0.184913,London,Urban,A,6,30,Dual carriageway,Dry,Fine,No,Daylight,2010-05-18 16:00:00,2010,1,5,18,2,0.667000,3,3,7,Roundabout,Mid Junction - on roundabout or on main road,Back,Other/Not known,1586,Petrol,Suzuki,Car,Slowing or stopping,Slight,16.000000
2011471102947,50.823576,-0.143607,South East England,Urban,B,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-05-11 20:35:00,2011,1,5,11,3,0.858000,2,5,7,Crossroads,Approaching junction or waiting/parked at junction approach,Nearside,Journey as part of work,1997,Heavy oil,Peugeot,Taxi,Turning left,Slight,21.000000
2014471407338,50.772654,0.102219,South East England,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-12-12 13:17:00,2014,3,12,12,5,0.553000,1,8,21,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1275,Petrol,Nissan,Car,Reversing,Fatal_Serious,13.000000
201097AB00809,55.858403,-4.256866,Scotland,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Daylight,2010-09-04 09:20:00,2010,2,9,4,6,0.389000,1,2,13,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Commuting to/from work,1196,Petrol,Vauxhall,Car,Turning right,Slight,9.000000
2010130199333,53.654411,-1.528348,Yorkshire and the Humber,Rural,Motorway,1,70,Dual carriageway,Dry,Fine,No,Darkness - no lights,2010-05-14 03:04:00,2010,1,5,14,5,0.128000,1,2,5,Slip road,Approaching junction or waiting/parked at junction approach,Did not impact,Other/Not known,1998,Heavy oil,Ford,Van,Going ahead,Fatal_Serious,3.000000
